medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
5D4C105C32FB4E64D50BC8EC88AE4C41,F3B4361352C6E688A8A72D6C7933B669,VTS,1,,2013-01-13 07:58:00,2013-01-13 08:05:00,6,420,1.40,-73.982513,40.762405,-74.001213,40.75703
EF7EDFF0F276379F8D97AA06A1492A86,44F3FA98ECDE0CB68787B2A8C2BAE4D0,VTS,5,,2013-01-13 07:59:00,2013-01-13 07:59:00,1,0,.00,0,0,0,0
4256332648D4C386D2556EA5F320E0F6,127522C70D9ED9EC0837D13DE60C35B5,VTS,5,,2013-01-13 07:58:00,2013-01-13 07:58:00,1,0,.00,0,0,0,0
A0178FFB6444CB042072F29605BB2C06,2291A7D4FB9152DE3821EAEE60EDAC55,VTS,1,,2013-01-13 07:51:00,2013-01-13 07:59:00,1,480,3.09,-73.980675,40.733833,-73.96048,40.768856
99C22DA5F19476C1A18A69BF9AFAE3E0,AF3F4BC15519E7EA33C3D1FDC8C7AE9D,VTS,1,,2013-01-13 07:51:00,2013-01-13 08:00:00,1,540,2.78,-73.989441,40.719048,-73.974098,40.750916
127A741085EBCE8E9F7542514493BF62,01B6FCB9F872D56949867EC1EF2F7640,VTS,1,,2013-01-13 06:53:00,2013-01-13 06:57:00,3,240,1.59,-73.988815,40.763378,-73.999893,40.754852
BC4CB3D01850D3EC81B9D7A257D2CB18,AFB9864CAA5AF5244C65ABB20BAA4A3A,VTS,1,,2013-01-13 06:44:00,2013-01-13 06:55:00,1,660,4.24,-74.168175,40.712399,-74.161484,40.706886
67BF305970B8C8584ED899E327ABC3FD,58194BC759B4B4AA7BD21B3612FCEA31,VTS,1,,2013-01-13 06:39:00,2013-01-13 06:52:00,2,780,9.22,-73.9832,40.738041,-73.872246,40.774445
63964AFEF2C2C93520AC94FF235C5485,0EA63902AD5B58C7554E19DE18AEB9F8,VTS,1,,2013-01-13 06:45:00,2013-01-13 06:57:00,2,720,4.70,-73.953918,40.764038,-73.926758,40.816166
2E86563DDC6979F7D3BD2D957F4DB476,5593C34308426C87926853341254F563,VTS,1,,2013-01-13 06:48:00,2013-01-13 07:00:00,1,720,7.05,-73.947777,40.790352,-73.85881,40.824081
43FE458F8739C22C9CED57A4221148C8,0B35C9C72BEFAE025D534C4453882F8F,VTS,1,,2013-01-13 06:44:00,2013-01-13 06:57:00,4,780,4.03,-73.949486,40.784931,-73.995132,40.761913
6F05C2D331B2178F3FCEAC56CF0CF753,F718681C7C9D7961047D593C10C89B3C,VTS,1,,2013-01-13 06:49:00,2013-01-13 06:55:00,1,360,3.13,-73.947433,40.79076,-73.972847,40.761902
8D8BCB635B9DD8552169EF724F8B31BF,CED64F99A0EB4DB33F2853F2A8A6CEF5,VTS,1,,2013-01-13 06:49:00,2013-01-13 06:59:00,1,600,1.35,-73.986107,40.759377,-73.994492,40.750168
8DEB70907D00AA1D7FF5E2683240549B,36F50DD421A2CCC284E08A9260B80842,VTS,1,,2013-01-13 06:54:00,2013-01-13 06:59:00,1,300,2.00,-73.98053,40.747391,-73.96582,40.771397
113C86713C13307246CB77DB753B339E,BB4B1645ECEBC8E8B90835F631F81332,VTS,1,,2013-01-13 06:49:00,2013-01-13 06:58:00,6,540,3.65,-73.953445,40.775341,-73.986816,40.733929
6E9AE8B56D68D2AD6731DDB16B74EE3B,8835A983A603F20AA2677DA7CA20E2F6,VTS,1,,2013-01-13 09:16:00,2013-01-13 09:24:00,2,480,2.99,-74.011887,40.706779,-73.99456,40.739609
3310398985DD2D21AF105885E8863710,D772998254C4DD0B7C27F11ED7E8027D,VTS,1,,2013-01-13 09:18:00,2013-01-13 09:28:00,2,600,2.33,-73.977074,40.733902,-73.98391,40.755325
D1F80808FCF8729A071C6A4A65078DB7,9873E7AD6793286639F9D7EEEC98F9A4,VTS,1,,2013-01-13 09:25:00,2013-01-13 09:28:00,5,180,1.22,-73.959534,40.770786,-73.949409,40.785164
8E1D3F890D507E2E7B7D16C081DD4169,2B8169F27574892310BCDAD0363D9838,VTS,1,,2013-01-13 09:17:00,2013-01-13 09:27:00,1,600,2.67,-73.967186,40.803738,-73.984406,40.770035
35BF237AADF38E3EC9B7899C0A1507F2,FEED86C7DBD40E99C761820CAC0A0E56,VTS,1,,2013-01-13 09:22:00,2013-01-13 09:29:00,5,420,1.28,-73.956802,40.771481,-73.966705,40.755783
389499E7F3F1282517DE8BE747388641,846A1DBE8AA350290917985D73887321,VTS,1,,2013-01-13 07:46:00,2013-01-13 07:52:00,6,360,2.71,0,0,0,0
A29ADFD648BEAD35ED7940010B501B50,21320E3ABB93645B188AD739F5A64117,VTS,1,,2013-01-13 07:48:00,2013-01-13 07:52:00,1,240,.61,-73.993004,40.719574,-73.99823,40.721058
02CDF4B814C18DE3898FDA761EA8A5B4,BF7218840875D48E35E3908BDE66B1AB,VTS,1,,2013-01-13 07:48:00,2013-01-13 07:53:00,1,300,1.65,-73.980522,40.730434,-74.003304,40.732616
751C96102D7B790FD3BDC871AF67046F,48F98147D9AB405C8AA7548EF73FA289,VTS,1,,2013-01-13 07:33:00,2013-01-13 07:50:00,1,1020,13.92,-73.789658,40.643276,-73.75119,40.771206
0BC78FA149D8D784815895BD33F17EE1,560D1F43614D49C562D5EDA198423921,VTS,1,,2013-01-13 07:50:00,2013-01-13 07:57:00,1,420,1.89,-73.955788,40.767933,-73.95433,40.786922
D853D9584A3212931D6D04FB98F13C78,DD5647F8EE733C069F4B18DC90251246,VTS,1,,2013-01-13 07:35:00,2013-01-13 07:53:00,5,1080,9.22,-73.95742,40.774597,-73.862755,40.767204
42FF2B1840E92C89FEE2E64FEDF8992C,895F9C541258B1B18B8EDD4756A845F0,VTS,1,,2013-01-13 07:47:00,2013-01-13 07:52:00,5,300,1.10,-73.986038,40.762184,-73.999329,40.759468
49F90D09F4B18C950DB34C9837FD5F6E,B3EF81B3356EBD377C83E11B1085F5D4,VTS,1,,2013-01-13 07:48:00,2013-01-13 07:54:00,1,360,1.95,-73.987343,40.760529,-73.963264,40.765759
56B503FC06B3144F0AAF19C6D1FCD468,EF9B4242029D254FD05D22F1A7CC031D,VTS,1,,2013-01-13 07:45:00,2013-01-13 07:55:00,5,600,2.12,-73.971542,40.757084,-73.999969,40.758495
716EC9ABAB6F82141027DA09A290005D,7FE78192D53ABC1A09908E1FF7A16FF9,VTS,1,,2013-01-13 07:45:00,2013-01-13 07:56:00,1,660,4.58,-74.002693,40.733433,-73.958473,40.760502
